"LEMMA","POS","POLYSEMY_CNT"
"hardback","n",1
"anastigmatic","a",2
"histiocyte","n",1
"giant petrel","n",1
"power cable","n",1
"educe","v",2
"lint","n",2
"chinese forget-me-not","n",1
"diabetic acidosis","n",1
"loud pedal","n",1
"self-discipline","n",2
"plush","n",1
"genus phocoena","n",1
"flacourtiaceae","n",1
"goose step","n",1
"phatic speech","n",1
"wifely","a",1
"german monetary unit","n",1
"shiite muslim","n",1
"screwbean mesquite","n",1
"tablemate","n",1
"ambitionless","a",1
"anglicisation","n",1
"speechmaker","n",1
"atomic number 115","n",1
"split up","n",1
"brotherly","a",1
"fattening","s",1
"bring forth","v",4
"phlegmatical","s",1
"twilight vision","n",1
"mansion","n",2
"caesium","n",1
"bear claw","n",3
"physostegia","n",1
"denture","n",1
"black vulture","n",2
"columniation","n",1
"circus cyaneus","n",1
"unsurprising","a",1
"vena dorsalis clitoridis profunda","n",1
"hominian","s",1
"sectionalism","n",1
"hematogenesis","n",1
"cookie jar","n",1
"loaf of bread","n",1
"compound pistil","n",1
"white slime mushroom","n",1
"cable television service","n",1
"eggar","n",1
"dastard","n",1
"chadic language","n",1
"petaurus","n",1
"yellowish-white","s",1
"systolic pressure","n",1
"treble staff","n",1
"hibernate","v",2
"husbandly","s",1
"become flat","v",1
"telephoner","n",1
"troublesome","s",1
"tightly","r",2
"existentialist","a",1
"southern beech fern","n",1
"acciaccatura","n",1
"hydrangea arborescens","n",1
"vertical file","n",1
"balinese","n",1
"saxicola","n",1
"unsuitableness","n",1
"muscivora","n",1
"coup de main","n",1
"parts bin","n",1
"cocoa","n",2
"cebus","n",1
"anthriscus","n",1
"lawyer","n",1
"preclinical trial","n",1
"side arm","n",1
"robert f. curl","n",1
"videlicet","r",1
"nonparticulate","a",1
"sertularia","n",1
"salad greens","n",1
"despised","s",1
"opossum rat","n",1
"green algae","n",1
"sable","s",1
"lazy daisy stitch","n",1
"nervus coccygeus","n",1
"vial","n",1
"blue note","n",1
"supported","a",2
"forevermore","r",1
"spy","v",4
"inaccessibly","r",1
"cliff","n",1
"droopingly","r",1
"demonstrable","s",2
"valerian","n",1
"edward viii","n",1
"aleurites","n",1
"first person","n",1
"index fossil","n",1
"calendar","n",3
"alexander fleming","n",1
"fen orchid","n",1
"parallel","n",3
"ernst boris chain","n",1
"optical crown","n",1
"white mullein","n",1
"acoustic wave","n",1
"guileless","s",1
"common stinkhorn","n",1
"agaricus arvensis","n",1
"firmiana simplex","n",1
"bottle bank","n",1
"conservatory","n",3
"homology","n",1
"geomorphology","n",1
"weaver's broom","n",1
"cheyenne","n",3
"neuro-marketing","n",1
"profiling","n",1
"blazonry","n",1
"erethizontidae","n",1
"sugar palm","n",1
"mandaean","a",1
"beingness","n",1
"just","r",8
"undramatic","a",1
"encapsulation","n",2
"acoustic storage","n",1
"einstein","n",2
"tracklayer","n",1
"person of color","n",1
"digitalisation","n",1
"lactose intolerance","n",1
"lectureship","n",1
"cercopithecus aethiops pygerythrus","n",1
"common nutcracker","n",1
"high-definition television","n",1
"lymphopathia venereum","n",1
"coeval","s",1
"reflexive pronoun","n",1
"nescient","s",2
"cavell","n",1
"bankbook","n",1
"genus hordeum","n",1
"scollop","n",3
"vise","n",1
"calorimetric","a",1
"smoking room","n",1
"max weber","n",2
"tenge","n",2
"transgender","a",1
"25","s",1
"jazz group","n",1
"yalu","n",1
"exponential function","n",1
"narrowboat","n",1
"genus glareola","n",1
"in advance","s",1
"desiccated","s",3
"front","v",2
"argumentative","a",1
"hang up","v",3
"stabile","s",2
"short and sweet","s",1
"shasta salamander","n",1
"mantinea","n",1
"smoothened","s",1
"balloonist","n",1
"seabed","n",1
"motor memory","n",1
"euphorbia pulcherrima","n",1
"greylag goose","n",1
"vatican council","n",1
"ruskin","n",1
"tricholoma populinum","n",1
"collinsia bicolor","n",1
"tartufe","n",1
"delectability","n",1
"tv star","n",1
"paramilitary organisation","n",1
"overlapping","n",1
"cornpone","n",1
"bareboat","n",1
"smog","n",1
"sens","n",1
"dyer","n",1
"genus burmeisteria","n",1
"inflexibleness","n",1
"superscript","n",1
"family hexagrammidae","n",1
"schmalz","n",1
"voltaic cell","n",1
"zinc cadmium sulfide","n",1
"match point","n",1
"provider","n",2
"hoka","n",2
"svoboda","n",1
"butt-welding","n",1
"colin luther powell","n",1
"legislative assembly","n",1
"pedaler","n",1
"iodothyronine","n",1
"moil","v",3
"sting","n",5
"occidental","s",1
"unsolved","a",1
"shema","n",1
"rash","n",2
"episodic","s",3
"sars","n",1
"community chest","n",1
"be on the ball","v",1
"fingering","n",2
"flooding","n",1
"defendable","s",1
"brugmansia suaveolens","n",1
"matchbox","n",1
"bungarus fasciatus","n",1
"balkan peninsula","n",1
"leone","n",1
"long ton","n",1
"nonarbitrary","a",1
"medulla spinalis","n",1
"aphakic","a",1
"tongue tie","n",1
"ditch spade","n",1
"mearstone","n",1
"kp","n",1
"lowland","a",1
"tempestuousness","n",2
"hydrometry","n",1
"oscan-speaking","s",1
"pydna","n",1
"denudation","n",1
"genus andrena","n",1
"artiodactyl","n",1
"bioattack","n",1
"transiency","n",1
"genus chlamydosaurus","n",1
"eolic","n",1
"whiffer","n",1
"hypericum maculatum","n",1
"browning","n",4
"auriculariaceae","n",1
"posterior horn","n",1
"brown-purple","s",1
"patchy","s",1
"semisynthetic","s",1
"enough","r",1
"role","n",4
"soil conditioner","n",1
"tag along","v",1
"sketch","v",2
"uncouth","s",1
"positively charged","s",1
"glowering","s",1
"paramecium","n",1
"antifeminism","n",1
"mutual exclusiveness","n",1
"nutate","v",1
"gibson","n",3
"augustine of hippo","n",1
"nonverbal intelligence","n",1
"cathaya","n",1
"anemia adiantifolia","n",1
"hayrack","n",2
"wildcat strike","n",1
"whipstitch","n",1
"disoblige","v",2
"papaverales","n",1
"thelonious monk","n",1
"gold medal","n",1
"zettabit","n",1
"solitude","n",3
"piano damper","n",1
"bacterize","v",1
"oatmeal cookie","n",1
"catenate","v",1
"9/11","n",1
"atomic number 54","n",1
"otc security","n",1
"ephesians","n",1
"uropsilus soricipes","n",1
"basidiomycetous fungi","n",1
"genus chamaecytisus","n",1
"curet","n",1
"carpobrotus","n",1
"cooperative","s",2
"genus sceloglaux","n",1
"psychotic depression","n",1
"teletypewriter","n",1
"miter joint","n",1
"in the south","r",1
"boisterously","r",1
"sundog","n",1
"unpredicted","s",1
"unprovided for","s",2
"get wind","v",1
"anthropocentric","a",1
"breeched","s",1
"metonymically","r",1
"autofluorescence","n",1
"giant hyssop","n",1
"clianthus formosus","n",1
"honeymooner","n",1
"prying","n",1
"escritoire","n",1
"windsor knot","n",1
"paean","n",2
"diner","n",3
"silicon chip","n",1
"saltlike","s",1
"canvasback","n",1
"country-dance","n",1
"dinner theatre","n",1
"redheaded","s",1
"tuberales","n",1
"little rhody","n",1
"sodium tripolyphosphate","n",1
"xanthosoma sagittifolium","n",1
"broom grass","n",1
"weizmann","n",1
"autumn-flowering","s",1
"tat","v",1
"telegraph post","n",1
"madison","n",2
"hudson bay collared lemming","n",1
"cine-camera","n",1
"kunlan shan","n",1
"rigidness","n",2
"earth-tongue","n",1
"thrombocyte","n",1
"void","n",2
"rhyming","a",1
"pass judgment","v",1
"kept","a",1
"warning","n",3
"sis","n",1
"colombian","a",1
"inrush","n",1
"bengal kino","n",1
"economic rent","n",1
"large-capitalization","a",1
"polysyndeton","n",1
"glide path","n",1
"knife-handle","n",1
"precambrian","n",1
"aphrodisiacal","a",1
"kyoto","n",1
"vaquita","n",1
"roman","n",3
"gresham's law","n",1
"carlos","n",1
"belvedere","n",2
"winchester drive","n",1
"mobulidae","n",1
"insurrectionary","a",1
"indigofera anil","n",1
"meat thermometer","n",1
"lobar pneumonia","n",1
"achylia","n",1
"two-dimensional","a",1
"blister rust","n",2
"desert mariposa tulip","n",1
"loud-hailer","n",1
"stock purchase plan","n",1
"khakis","n",1
"chaga","n",1
"uniformness","n",1
"dissolutely","r",1
"involucre","n",1
"table d'hote","n",1
"crepis","n",1
"feelingly","r",1
"rotationally","r",1
"balance of trade","n",1
"muster","v",2
"indemnify","v",2
"single-barreled","a",1
"unresolved","a",1
"face lifting","n",2
"niceness","n",3
"grueling","s",1
"diaglyph","n",1
"extendible","s",1
"island","n",2
"bighorn river","n",1
"organic brain syndrome","n",1
"facial artery","n",1
"j. b. s. haldane","n",1
"lunge","n",2
"aletris farinosa","n",1
"satureja calamintha glandulosa","n",1
"screen actor","n",1
"marine archeology","n",1
"yellowish pink","n",1
"battle of caporetto","n",1
"capital expenditure","n",1
"alexander the liberator","n",1
"outline","n",3
"natrix","n",1
"bread mold","n",1
"mare's nest","n",1
"breach of the peace","n",1
"life belt","n",2
"hymeneal","n",1
"genus panax","n",1
"cappadocia","n",1
"infrared emission","n",1
"loquat tree","n",1
"revised","s",2
"jostle","v",2
"cuddlesome","s",1
"prolific","s",2
"flashily","r",2
"pearl gray","s",1
"jupati","n",1
"choropleth map","n",1
"lycoperdales","n",1
"hootch","n",1
"sib","n",2
"family typhlopidae","n",1
"crosscut","n",2
"abatement","n",2
"crataegus","n",1
"family capitonidae","n",1
"alienation of affection","n",1
"curettement","n",1
"piranga ludoviciana","n",1
"copy out","v",1
"stomach flu","n",1
"nanchang","n",1
"salad green","n",1
"republic of bosnia and herzegovina","n",1
"soursop","n",2
"letter","v",3
"blood lily","n",1
"untraveled","s",1
"sadistic","a",1
"pink lady","n",1
"racial immunity","n",1
"activist","s",1
"brassia verrucosa","n",1
"false vocal cord","n",1
"credit card","n",1
"igneous","a",2
"life assurance","n",1
"ellipsoid of revolution","n",1
"dishy","s",1
"jordanian","a",1
"advertised","s",1
"misconstrue","v",1
"diaphanous","s",1
"gelsemium sempervirens","n",1
"speaking trumpet","n",1
"ulemorrhagia","n",1
"right gastric vein","n",1
"bolster","n",1
"insoluble","a",2
"appose","v",1
"doze","v",1
"monodon","n",1
"sinking spell","n",1
"genus thiobacillus","n",1
"naval missile","n",1
"recruiter","n",2
"fragaria ananassa","n",1
"coexistent","s",1
"stertorous","s",1
"rub","n",2
"zymurgy","n",1
"new england boiled dinner","n",1
"blower","n",3
"bridal gown","n",1
"balance beam","n",1
"gypsum","n",1
"nut","v",1
"order fucales","n",1
"splitter","n",3
"travelogue","n",1
"diviner","n",1
"tousled","s",1
"environmental","a",2
"orison","n",1
"uterus","n",1
"bichloride of mercury","n",1
"seanad","n",1
"frank lloyd wright","n",1
"christmas flower","n",1
"goon","n",2
"pilularia","n",1
"sellers' market","n",1
"climbing frame","n",1
"resid","n",1
"sixty-fourth","n",1
"man hour","n",1
"english violet","n",1
"spoliation","n",2
"ornithorhynchus anatinus","n",1
"undies","n",1
"john griffith chaney","n",1
"photinia arbutifolia","n",1
"poacher","n",3
"marlinspike","n",1
"reflex epilepsy","n",1
"genus vanilla","n",1
"torreya","n",1
"myrmecia","n",1
"cattail millet","n",1
"japanese morning glory","n",1
"mistral","n",1
"earl russell","n",1
"limnos","n",1
"costus oil","n",1
"fibrous joint","n",1
"room temperature","n",1
"polypore","n",1
"widebody aircraft","n",1
"censor","v",2
"unlearned","s",2
"unresponsiveness","n",1
"tuck away","v",1
"uncompromising","a",1
"pulverised","s",1
"single-humped","a",1
"splutter","n",2
"ceremony","n",3
"brass ring","n",1
"smash","r",1
"venturi","n",2
"mihrab","n",2
"rhd","n",1
"mordant","n",1
"expiable","s",1
"damourite","n",1
"roman catholic church","n",1
"headlight","n",1
"order jungermanniales","n",1
"redroot","n",1
"astrocytic","a",1
"waxycap","n",1
"corvine","a",1
"baisa","n",1
"elaterid","n",1
"dive-bomb","v",1
"professional organisation","n",1
"lake tsana","n",1
"unfilled","a",1
"genus halimodendron","n",1
"klaus fuchs","n",1
"downing","n",1
"millenary","n",3
"dionysius the elder","n",1
"pointsman","n",1
"urochezia","n",1
"stuff and nonsense","n",1
"net","s",1
"anaesthetise","v",1
"incapacitate","v",2
"thrown","s",2
"inclined","s",1
"miry","s",1
"indolently","r",1
"spyhole","n",1
"analgesia","n",1
"fagus purpurea","n",1
"clarence day","n",1
"versace","n",1
"genus scincella","n",1
"shaman","n",1
"french polish shellac","n",1
"dacoit","n",1
"episteme","n",1
"self-reproof","n",1
"mesosphere","n",1
"peptide bond","n",1
"air conditioning","n",1
"roger sherman","n",1
"freshwater cordgrass","n",1
"taguan","n",1
"nephropsidae","n",1
"short ton","n",1
"s-shape","n",1
"mandola","n",1
"euro","n",1
"horseshoe bat","n",2
"rhaphe","n",1
"conscription","n",1
"acyl halide","n",1
"preciseness","n",2
"wild climbing hempweed","n",1
"fistulina hepatica","n",1
"tactual sensation","n",2
"esthetically","r",1
"phylogenetic relation","n",1
"bosomy","s",1
"strong-boned","s",1
"comtism","n",1
"small calorie","n",1
"evergreen magnolia","n",1
"self-discovery","n",1
"checkout line","n",1
"totalitarian state","n",1
"grand turk","n",1
"twenty dollar bill","n",1
"fluoroscope","n",1
"aniseikonia","n",1
"tinned goods","n",1
"hypoplastic anemia","n",1
"mainsail","n",1
"screwdriver","n",2
"centralization","n",2
"white spanish broom","n",1
"hanky","n",1
"electrostatic generator","n",1
"zollinger-ellison syndrome","n",1
"pleasure principle","n",1
"winemaker","n",1
"beckley","n",1
"whinny","n",1
"anpu","n",1
"contact microphone","n",1
"edward henry harriman","n",1
"leopard lizard","n",1
"lust for learning","n",1
"order accipitriformes","n",1
"pons asinorum","n",1
"ficus carica sylvestris","n",1
"argal","n",1
"go past","v",2
"affecting","s",1
"anglicise","v",1
"keep away","v",1
"female child","n",1
"stemmed","s",1
"all-firedly","r",1
"boardwalk","n",1
"transurethral resection of the prostate","n",1
"basketball","n",2
"plausibleness","n",1
"military intelligence section 6","n",1
"shower bath","n",2
"footlocker","n",1
"carbonic acid gas","n",1
"genus elops","n",1
"dytiscidae","n",1
"oh","n",1
"cardium","n",1
"classicist","n",2
"nonsolid color","n",1
"chamaecrista fasciculata","n",1
"oriental black mushroom","n",1
"chemical defense","n",1
"colossus of rhodes","n",1
"becalmed","s",1
"magdalen","n",1
"debasing","s",1
"literate","n",1
"deadwood","n",2
"pellicularia koleroga","n",1
"medical intern","n",1
"enterotoxin","n",1
"descendant","s",2
"minimum wage","n",1
"fly-fishing","n",1
"subclavian vein","n",1
"calcification","n",3
"zakat","n",1
"stand back","v",2
"alert","a",1
"freebee","n",1
"equilibrize","v",1
"turn one's stomach","v",1
"majuscule","n",1
"overdressed","s",1
"oriental garlic","n",1
"microfiche","n",1
"magi","n",1
"kokoi venom","n",1
"clark standard cell","n",1
"anterior cerebral artery","n",1
"mojave rattlesnake","n",1
"genus welwitchia","n",1
"defense department","n",1
"soft-cover","n",1
"stefan zweig","n",1
"christopher fry","n",1
"change of mind","n",1
"arminian church","n",1
"radiologic technologist","n",1
"lateness","n",1
"family satyridae","n",1
"gypaetus barbatus","n",1
"crucifer","n",1
"inexhaustible","s",1
"extradite","v",1
"periodontic","a",1
"eupnoeic","a",1
"teetotal","s",1
"meaninglessness","n",2
"fashion model","n",1
"genus thelypteris","n",1
"mesolithic","n",1
"multivitamin","n",1
"monopolistic","s",1
"capital of kazakhstan","n",1
"pruritus","n",1
"genus santalum","n",1
"en clair","r",1
"convect","v",1
"al-iraq","n",1
"c program","n",1
"cystic vein","n",1
"bar mitzvah","v",1
"forward","n",2
"visceral leishmaniasis","n",1
"edward morley","n",1
"grapelike","a",1
"fishgig","n",1
"gran casa","n",1
"thalweg","n",2
"hybrid","n",3
"ethiopian language","n",1
"disclosure","n",1
"chemical reactor","n",1
"railway system","n",1
"fanny pack","n",1
"dipodidae","n",1
"carboxylate","v",1
"ice bear","n",1
"germinal disc","n",1
"maple-like","s",1
"hard knocks","n",1
"absorption coefficient","n",1
"clannishly","r",1
"f number","n",1
"family dasyurinae","n",1
"rundle","n",1
"beakless","a",1
"aphis lion","n",1
"impetiginous","a",1
"call girl","n",1
"credulity","n",1
"frederick i","n",2
"hydraulic brake","n",1
"urey","n",1
"family pseudococcidae","n",1
"mexico","n",1
"genus bauhinia","n",1
"catnip","n",1
"encelia farinosa","n",1
"frambesia","n",1
"thales of miletus","n",1
"boycott","v",1
"arthur fiedler","n",1
"turdus iliacus","n",1
"common sorrel","n",1
"office of management and budget","n",1
"electrical line of force","n",1
"malemute","n",1
"rat chinchilla","n",1
"lilium superbum","n",1
"mastigophore","n",1
"vicegerent","n",1
"away","a",1
"muggee","n",1
"acid-base balance","n",1
"dorsoventrally","r",1
"absorbing","s",1
"custodial","s",1
"expositive","s",1
"false saffron","n",1
"cold storage","n",2
"capital of the netherlands","n",1
"unai","n",2
"enologist","n",1
"caning","n",1
"genus lythrum","n",1
"pectoral sandpiper","n",1
"fettered","s",1
"machine gunner","n",1
"malraux","n",1
